scheme,label,episodes,episode_rewards_mean,episode_rewards_std,episode_completed_mean,episode_completed_std,episode_hits_mean,episode_hits_std,episode_dropped_mean,episode_dropped_std,episode_violation_steps_mean,episode_violation_steps_std,episode_avg_csafe_mean,episode_avg_csafe_std,episode_avg_rperf_mean,episode_avg_rperf_std,episode_avg_failed_offloads_mean,episode_avg_failed_offloads_std
safe_c_800,Safe-C-800,800,-16.370975716383843,5.692795017498005,518.28,43.027451702372524,485.12,41.33262149924681,1554.36,61.96959254344021,43.86,2.521983346495373,2.786531558326033,0.11017715525606074,1.30244,0.121520281211323,31.087200000000003,1.2393918508688044
curriculum_safe_target_final,Curriculum-Safe-800,800,-14.01279843688964,5.626485234298106,534.62,39.58125313832294,503.98,39.836912530968064,1546.18,58.05469490058491,44.06,2.167117901730314,2.772079781871055,0.10315038205027256,1.3522333333333334,0.11378443394158717,30.9236,1.1610938980116983
