scheme,label,episodes,episode_rewards_mean,episode_rewards_std,episode_completed_mean,episode_completed_std,episode_hits_mean,episode_hits_std,episode_dropped_mean,episode_dropped_std,episode_violation_steps_mean,episode_violation_steps_std,episode_avg_csafe_mean,episode_avg_csafe_std,episode_avg_rperf_mean,episode_avg_rperf_std,episode_avg_failed_offloads_mean,episode_avg_failed_offloads_std
safe_c_800,Joint Cache,800,-16.370975716383843,5.692795017498005,518.28,43.027451702372524,485.12,41.33262149924681,1554.36,61.96959254344021,43.86,2.521983346495373,2.786531558326033,0.11017715525606074,1.30244,0.121520281211323,31.087200000000003,1.2393918508688044
fixed_cache_safe_c_800,Fixed Cache,800,-16.654636325177947,4.458516738725943,404.06,56.36644746655585,394.92,55.47137640260966,1383.3,87.64798913837099,34.64,4.4486402416918365,2.4823677044470234,0.15586298960657932,1.007491111111111,0.15549705580953005,27.666,1.7529597827674201
